name,link_id,from_node_id,to_node_id,facility_type,link_type,length,lanes,free_speed,capacity,dir_flag,cost,VDF_fftt1,VDF_cap1,VDF_alpha1,VDF_beta1,VDF_theta1
,7298,3601,6371,Highway,1,0.32,1,35,430,1,0,0.009142857,430,0.15,4,1
,7299,3601,11218,Highway,1,0.96,1,45,1620,1,0,0.021333333,1620,0.15,4,1
,7300,3602,3394,Highway,1,1.01,1,47,510,1,0,0.021489362,510,0.15,4,1
,7301,3602,3603,Highway,1,1.51,1,50,730,1,0,0.0302,730,0.15,4,1
,7302,3602,3618,Highway,1,0.23,1,40,790,1,0,0.00575,790,0.15,4,1
,7303,3603,3602,Highway,1,1.51,1,50,730,1,0,0.0302,730,0.15,4,1
,7304,3603,3604,Highway,1,0.36,1,40,730,1,0,0.009,730,0.15,4,1
,7305,3603,11610,Highway,1,0.99,1,47,770,1,0,0.02106383,770,0.15,4,1
,7306,3604,3603,Highway,1,0.36,1,40,730,1,0,0.009,730,0.15,4,1
,7307,3604,3605,Highway,1,0.42,1,40,810,1,0,0.0105,810,0.15,4,1
,7308,3604,3612,Highway,1,0.3,1,40,540,1,0,0.0075,540,0.15,4,1
,7309,3605,3604,Highway,1,0.42,1,40,810,1,0,0.0105,810,0.15,4,1
,7310,3605,3606,Highway,1,0.34,1,40,810,1,0,0.0085,810,0.15,4,1
,7311,3605,3611,Highway,1,1.4,1,50,770,1,0,0.028,770,0.15,4,1
,7312,3606,3395,Highway,1,0.46,1,40,540,1,0,0.0115,540,0.15,4,1
,7313,3606,3605,Highway,1,0.34,1,40,810,1,0,0.0085,810,0.15,4,1
,7314,3606,3607,Highway,1,0.19,1,55,1600,1,0,0.003454545,1600,0.15,4,1
,7315,3607,3606,Highway,1,0.19,1,55,1600,1,0,0.003454545,1600,0.15,4,1
,7316,3607,3608,Highway,1,0.28,1,55,1600,1,0,0.005090909,1600,0.15,4,1
,7317,3607,3609,Highway,1,0.32,1,55,1600,1,0,0.005818182,1600,0.15,4,1
,7318,3608,3607,Highway,1,0.28,1,55,1600,1,0,0.005090909,1600,0.15,4,1
,7319,3608,5133,Highway,1,1.7,1,72,4000,1,0,0.023611111,4000,0.15,4,1
,7320,3609,3411,Highway,1,2.3,1,72,4000,1,0,0.031944444,4000,0.15,4,1
,7321,3609,3607,Highway,1,0.32,1,55,1600,1,0,0.005818182,1600,0.15,4,1
,7322,3610,3649,Highway,1,2.42,1,51,1050,1,0,0.04745098,1050,0.15,4,1
,7323,3610,4276,Highway,1,1.01,1,42,790,1,0,0.024047619,790,0.15,4,1
,7324,3610,11956,Highway,1,0.48,1,40,520,1,0,0.012,520,0.15,4,1
,7325,3611,3396,Highway,1,0.1,1,40,770,1,0,0.0025,770,0.15,4,1
,7326,3611,3605,Highway,1,1.4,1,50,770,1,0,0.028,770,0.15,4,1
,7327,3611,3613,Highway,1,1.25,1,50,770,1,0,0.025,770,0.15,4,1
,7328,3612,3604,Highway,1,0.3,1,40,810,1,0,0.0075,810,0.15,4,1
,7329,3612,3614,Highway,1,1.37,1,50,990,1,0,0.0274,990,0.15,4,1
,7330,3612,3616,Highway,1,0.8,1,47,730,1,0,0.017021277,730,0.15,4,1
,7331,3613,3611,Highway,1,1.25,1,50,770,1,0,0.025,770,0.15,4,1
,7332,3613,3614,Highway,1,0.34,1,40,430,1,0,0.0085,430,0.15,4,1
,7333,3613,3767,Highway,1,1.12,1,47,770,1,0,0.023829787,770,0.15,4,1
,7334,3614,3612,Highway,1,1.37,1,50,1080,1,0,0.0274,1080,0.15,4,1
,7335,3614,3613,Highway,1,0.34,1,40,770,1,0,0.0085,770,0.15,4,1
,7336,3614,3615,Highway,1,0.49,1,40,770,1,0,0.01225,770,0.15,4,1
,7337,3614,3643,Highway,1,1.64,1,50,990,1,0,0.0328,990,0.15,4,1
,7338,3614,3772,Highway,1,1.45,1,47,770,1,0,0.030851064,770,0.15,4,1
,7339,3615,3614,Highway,1,0.49,1,40,430,1,0,0.01225,430,0.15,4,1
,7340,3615,3616,Highway,1,0.51,1,40,770,1,0,0.01275,770,0.15,4,1
,7341,3615,3646,Highway,1,0.66,1,40,790,1,0,0.0165,790,0.15,4,1
,7342,3616,3612,Highway,1,0.8,1,47,490,1,0,0.017021277,490,0.15,4,1
,7343,3616,3615,Highway,1,0.51,1,40,770,1,0,0.01275,770,0.15,4,1
,7344,3616,11610,Highway,1,0.52,1,40,770,1,0,0.013,770,0.15,4,1
,7345,3617,3551,Highway,1,0.75,1,22,340,1,0,0.034090909,340,0.15,4,1
,7346,3617,11090,Highway,1,0.5,1,22,630,1,0,0.022727273,630,0.15,4,1
,7347,3617,11095,Highway,1,0.51,1,22,360,1,0,0.023181818,360,0.15,4,1
,7348,3618,3600,Highway,1,0.21,1,40,520,1,0,0.00525,520,0.15,4,1
,7349,3618,3602,Highway,1,0.23,1,40,790,1,0,0.00575,790,0.15,4,1
,7350,3618,11610,Highway,1,1.48,1,50,770,1,0,0.0296,770,0.15,4,1
,7351,3619,3592,Highway,1,0.5,1,30,600,1,0,0.016666667,600,0.15,4,1
,7352,3619,3620,Highway,1,1.51,1,44,770,1,0,0.034318182,770,0.15,4,1
,7353,3619,3627,Highway,1,1,1,30,600,1,0,0.033333333,600,0.15,4,1
,7354,3620,3593,Highway,1,0.5,1,38,770,1,0,0.013157895,770,0.15,4,1
,7355,3620,3619,Highway,1,1.51,1,44,860,1,0,0.034318182,860,0.15,4,1
,7356,3620,3621,Highway,1,0.25,1,38,770,1,0,0.006578947,770,0.15,4,1
,7357,3621,3620,Highway,1,0.25,1,38,770,1,0,0.006578947,770,0.15,4,1
,7358,3621,3622,Highway,1,0.75,1,38,770,1,0,0.019736842,770,0.15,4,1
,7359,3621,3628,Highway,1,1,1,42,770,1,0,0.023809524,770,0.15,4,1
,7360,3622,3594,Highway,1,0.5,1,40,770,1,0,0.0125,770,0.15,4,1
,7361,3622,3621,Highway,1,0.75,1,38,770,1,0,0.019736842,770,0.15,4,1
,7362,3622,3623,Highway,1,0.5,1,40,770,1,0,0.0125,770,0.15,4,1
,7363,3623,3622,Highway,1,0.5,1,40,770,1,0,0.0125,770,0.15,4,1
,7364,3623,3624,Highway,1,1.01,1,42,770,1,0,0.024047619,770,0.15,4,1
,7365,3623,3629,Highway,1,0.5,1,40,770,1,0,0.0125,770,0.15,4,1
,7366,3624,3595,Highway,1,1,1,42,770,1,0,0.023809524,770,0.15,4,1
,7367,3624,3623,Highway,1,1.01,1,42,770,1,0,0.024047619,770,0.15,4,1
,7368,3624,3625,Highway,1,1.24,1,42,770,1,0,0.02952381,770,0.15,4,1
,7369,3624,3633,Highway,1,2.02,1,45,770,1,0,0.044888889,770,0.15,4,1
,7370,3625,3597,Highway,1,1.06,1,42,770,1,0,0.025238095,770,0.15,4,1
,7371,3625,3624,Highway,1,1.24,1,42,770,1,0,0.02952381,770,0.15,4,1
,7372,3625,3637,Highway,1,1,1,42,770,1,0,0.023809524,770,0.15,4,1
,7373,3626,3631,Highway,1,0.65,1,22,360,1,0,0.029545455,360,0.15,4,1
,7374,3626,3918,Highway,1,0.48,1,22,770,1,0,0.021818182,770,0.15,4,1
,7375,3626,11097,Highway,1,0.69,1,25,315,1,0,0.0276,315,0.15,4,1
,7376,3627,3619,Highway,1,1,1,30,600,1,0,0.033333333,600,0.15,4,1
,7377,3627,3628,Highway,1,1.76,1,45,770,1,0,0.039111111,770,0.15,4,1
,7378,3627,3630,Highway,1,1.34,1,30,610,1,0,0.044666667,610,0.15,4,1
,7379,3628,3621,Highway,1,1,1,42,770,1,0,0.023809524,770,0.15,4,1
,7380,3628,3627,Highway,1,1.76,1,45,860,1,0,0.039111111,860,0.15,4,1
,7381,3628,3629,Highway,1,0.5,1,38,770,1,0,0.013157895,770,0.15,4,1
,7382,3629,3623,Highway,1,0.5,1,40,770,1,0,0.0125,770,0.15,4,1
,7383,3629,3628,Highway,1,0.5,1,38,770,1,0,0.013157895,770,0.15,4,1
,7384,3629,3632,Highway,1,1.49,1,50,770,1,0,0.0298,770,0.15,4,1
,7385,3630,3627,Highway,1,1.34,1,30,610,1,0,0.044666667,610,0.15,4,1
,7386,3630,7028,Highway,1,2.83,1,45,790,1,0,0.062888889,790,0.15,4,1
,7387,3630,11940,Highway,1,0.31,1,30,567,1,0,0.010333333,567,0.15,4,1
,7388,3630,12014,Highway,1,3.15,1,48,770,1,0,0.065625,770,0.15,4,1
,7389,3631,3626,Highway,1,0.65,1,22,810,1,0,0.029545455,810,0.15,4,1
,7390,3631,3916,Highway,1,0.91,1,25,360,1,0,0.0364,360,0.15,4,1
,7391,3631,3919,Highway,1,0.5,1,32,2440,1,0,0.015625,2440,0.15,4,1
,7392,3631,11098,Highway,1,0.49,1,32,1400,1,0,0.0153125,1400,0.15,4,1
,7393,3632,2983,Highway,1,1.94,1,45,900,1,0,0.043111111,900,0.15,4,1
,7394,3632,3629,Highway,1,1.49,1,50,770,1,0,0.0298,770,0.15,4,1
,7395,3632,3633,Highway,1,1.01,1,47,770,1,0,0.021489362,770,0.15,4,1
,7396,3632,3655,Highway,1,1,1,42,770,1,0,0.023809524,770,0.15,4,1
,7397,3633,3624,Highway,1,2.02,1,45,770,1,0,0.044888889,770,0.15,4,1
,7398,3633,3632,Highway,1,1.01,1,47,770,1,0,0.021489362,770,0.15,4,1
,7399,3633,3634,Highway,1,1.37,1,50,430,1,0,0.0274,430,0.15,4,1
,7400,3633,3636,Highway,1,1.21,1,42,770,1,0,0.028809524,770,0.15,4,1
,7401,3634,3633,Highway,1,1.37,1,50,770,1,0,0.0274,770,0.15,4,1
,7402,3634,3635,Highway,1,0.19,1,38,770,1,0,0.005,770,0.15,4,1
,7403,3634,3637,Highway,1,1.45,1,44,770,1,0,0.032954545,770,0.15,4,1
,7404,3634,3647,Highway,1,1.26,1,50,1080,1,0,0.0252,1080,0.15,4,1
,7405,3635,3634,Highway,1,0.19,1,38,430,1,0,0.005,430,0.15,4,1
,7406,3635,3636,Highway,1,0.44,1,38,770,1,0,0.011578947,770,0.15,4,1
,7407,3635,3659,Highway,1,0.49,1,38,770,1,0,0.012894737,770,0.15,4,1
,7408,3636,3633,Highway,1,1.21,1,42,770,1,0,0.028809524,770,0.15,4,1
,7409,3636,3635,Highway,1,0.44,1,38,770,1,0,0.011578947,770,0.15,4,1
,7410,3636,3658,Highway,1,0.31,1,38,770,1,0,0.008157895,770,0.15,4,1
,7411,3637,3625,Highway,1,1,1,42,770,1,0,0.023809524,770,0.15,4,1
,7412,3637,3634,Highway,1,1.45,1,44,430,1,0,0.032954545,430,0.15,4,1
,7413,3637,6520,Highway,1,0.8,1,42,770,1,0,0.019047619,770,0.15,4,1
,7414,3638,3648,Highway,1,1.51,1,50,430,1,0,0.0302,430,0.15,4,1
,7415,3638,6520,Highway,1,1,1,47,770,1,0,0.021276596,770,0.15,4,1
,7416,3638,11609,Highway,1,1.5,1,50,510,1,0,0.03,510,0.15,4,1
,7417,3638,11611,Highway,1,1.86,1,51,1030,1,0,0.036470588,1030,0.15,4,1
,7418,3639,4048,Highway,1,0.59,1,22,770,1,0,0.026818182,770,0.15,4,1
,7419,3639,4091,Highway,1,0.41,1,33,860,1,0,0.012424242,860,0.15,4,1
,7420,3639,11112,Highway,1,0.62,1,24,2520,1,0,0.025833333,2520,0.15,4,1
,7421,3639,11118,Highway,1,0.54,1,24,1440,1,0,0.0225,1440,0.15,4,1
,7422,3640,3651,Highway,1,1.21,1,30,340,1,0,0.040333333,340,0.15,4,1
,7423,3640,11611,Highway,1,0.26,1,38,520,1,0,0.006842105,520,0.15,4,1
,7424,3640,11612,Highway,1,1,1,42,770,1,0,0.023809524,770,0.15,4,1
,7425,3641,4003,Highway,1,0.18,1,32,2520,1,0,0.005625,2520,0.15,4,1
,7426,3641,7553,Highway,1,1.03,1,23,770,1,0,0.044782609,770,0.15,4,1
,7427,3641,11117,Highway,1,0.25,1,35,2520,1,0,0.007142857,2520,0.15,4,1
,7428,3642,3643,Highway,1,0.76,1,47,430,1,0,0.016170213,430,0.15,4,1
,7429,3642,3646,Highway,1,0.5,1,40,790,1,0,0.0125,790,0.15,4,1
,7430,3642,11612,Highway,1,0.96,1,47,770,1,0,0.020425532,770,0.15,4,1
,7431,3643,3614,Highway,1,1.64,1,50,990,1,0,0.0328,990,0.15,4,1
,7432,3643,3642,Highway,1,0.76,1,47,770,1,0,0.016170213,770,0.15,4,1
,7433,3643,3653,Highway,1,0.83,1,47,430,1,0,0.017659574,430,0.15,4,1
,7434,3643,3781,Highway,1,1.27,1,50,1080,1,0,0.0254,1080,0.15,4,1
,7435,3644,3600,Highway,1,1.31,1,50,1050,1,0,0.0262,1050,0.15,4,1
,7436,3644,3645,Highway,1,1.25,1,50,730,1,0,0.025,730,0.15,4,1
,7437,3644,11611,Highway,1,0.49,1,40,520,1,0,0.01225,520,0.15,4,1
,7438,3645,3644,Highway,1,1.25,1,50,490,1,0,0.025,490,0.15,4,1
,7439,3645,3646,Highway,1,1,1,47,730,1,0,0.021276596,730,0.15,4,1
,7440,3645,11610,Highway,1,0.77,1,47,770,1,0,0.016382979,770,0.15,4,1
,7441,3645,11612,Highway,1,0.5,1,40,770,1,0,0.0125,770,0.15,4,1
,7442,3646,3615,Highway,1,0.66,1,40,790,1,0,0.0165,790,0.15,4,1
,7443,3646,3642,Highway,1,0.5,1,40,790,1,0,0.0125,790,0.15,4,1
,7444,3646,3645,Highway,1,1,1,47,730,1,0,0.021276596,730,0.15,4,1
,7445,3647,3634,Highway,1,1.26,1,50,990,1,0,0.0252,990,0.15,4,1
,7446,3647,3648,Highway,1,0.5,1,40,450,1,0,0.0125,450,0.15,4,1
,7447,3647,3661,Highway,1,1.3,1,50,730,1,0,0.026,730,0.15,4,1
,7448,3648,3008,Highway,1,1.25,1,50,810,1,0,0.025,810,0.15,4,1
,7449,3648,3638,Highway,1,1.51,1,50,430,1,0,0.0302,430,0.15,4,1
,7450,3648,3647,Highway,1,0.5,1,40,540,1,0,0.0125,540,0.15,4,1
,7451,3648,3673,Highway,1,1.51,1,50,770,1,0,0.0302,770,0.15,4,1
,7452,3649,3610,Highway,1,2.42,1,51,1050,1,0,0.04745098,1050,0.15,4,1
,7453,3649,3650,Highway,1,0.32,1,40,540,1,0,0.008,540,0.15,4,1
,7454,3649,11947,Highway,1,1,1,42,790,1,0,0.023809524,790,0.15,4,1
,7455,3650,3649,Highway,1,0.32,1,40,540,1,0,0.008,540,0.15,4,1
,7456,3650,4278,Highway,1,1.78,1,44,790,1,0,0.040454545,790,0.15,4,1
,7457,3650,11840,Highway,1,1.73,1,50,810,1,0,0.0346,810,0.15,4,1
,7458,3651,3008,Highway,1,0.73,1,47,810,1,0,0.015531915,810,0.15,4,1
,7459,3651,3640,Highway,1,1.21,1,30,600,1,0,0.040333333,600,0.15,4,1
,7460,3651,3652,Highway,1,1.52,1,50,1080,1,0,0.0304,1080,0.15,4,1
,7461,3651,3675,Highway,1,1,1,47,770,1,0,0.021276596,770,0.15,4,1
,7462,3652,3651,Highway,1,1.52,1,50,990,1,0,0.0304,990,0.15,4,1
,7463,3652,3653,Highway,1,1.01,1,47,810,1,0,0.021489362,810,0.15,4,1
,7464,3652,3662,Highway,1,1,1,47,770,1,0,0.021276596,770,0.15,4,1
,7465,3653,3643,Highway,1,0.83,1,47,430,1,0,0.017659574,430,0.15,4,1
,7466,3653,3652,Highway,1,1.01,1,47,1080,1,0,0.021489362,1080,0.15,4,1
,7467,3653,3663,Highway,1,0.99,1,47,1050,1,0,0.02106383,1050,0.15,4,1
,7468,3653,3782,Highway,1,1.17,1,47,990,1,0,0.024893617,990,0.15,4,1
,7469,3654,3655,Highway,1,1.97,1,45,770,1,0,0.043777778,770,0.15,4,1
,7470,3654,3664,Highway,1,1.12,1,47,1080,1,0,0.023829787,1080,0.15,4,1
,7471,3654,6516,Highway,1,0.41,1,40,900,1,0,0.01025,900,0.15,4,1
,7472,3654,11940,Highway,1,1.2,1,42,860,1,0,0.028571429,860,0.15,4,1
,7473,3655,3632,Highway,1,1,1,42,770,1,0,0.023809524,770,0.15,4,1
,7474,3655,3654,Highway,1,1.97,1,45,430,1,0,0.043777778,430,0.15,4,1
,7475,3655,3656,Highway,1,0.51,1,38,770,1,0,0.013421053,770,0.15,4,1
,7476,3656,3655,Highway,1,0.51,1,38,770,1,0,0.013421053,770,0.15,4,1
,7477,3656,3657,Highway,1,0.75,1,38,770,1,0,0.019736842,770,0.15,4,1
,7478,3656,3667,Highway,1,1,1,42,770,1,0,0.023809524,770,0.15,4,1
,7479,3657,3656,Highway,1,0.75,1,38,770,1,0,0.019736842,770,0.15,4,1
,7480,3657,3658,Highway,1,0.57,1,38,770,1,0,0.015,770,0.15,4,1
,7481,3657,3669,Highway,1,1,1,42,770,1,0,0.023809524,770,0.15,4,1
,7482,3658,3636,Highway,1,0.31,1,38,770,1,0,0.008157895,770,0.15,4,1
,7483,3658,3657,Highway,1,0.57,1,38,770,1,0,0.015,770,0.15,4,1
,7484,3659,3635,Highway,1,0.49,1,38,770,1,0,0.012894737,770,0.15,4,1
,7485,3659,3660,Highway,1,0.2,1,38,770,1,0,0.005263158,770,0.15,4,1
,7486,3660,3659,Highway,1,0.2,1,38,770,1,0,0.005263158,770,0.15,4,1
,7487,3660,3671,Highway,1,0.91,1,42,770,1,0,0.021666667,770,0.15,4,1
,7488,3660,6521,Highway,1,0.33,1,38,770,1,0,0.008684211,770,0.15,4,1
,7489,3661,3647,Highway,1,1.3,1,50,490,1,0,0.026,490,0.15,4,1
,7490,3661,3672,Highway,1,0.19,1,40,730,1,0,0.00475,730,0.15,4,1
,7491,3661,6521,Highway,1,0.69,1,40,770,1,0,0.01725,770,0.15,4,1
,7492,3662,3652,Highway,1,1,1,47,510,1,0,0.021276596,510,0.15,4,1
,7493,3662,3663,Highway,1,1,1,47,490,1,0,0.021276596,490,0.15,4,1
,7494,3662,3677,Highway,1,0.71,1,47,730,1,0,0.015106383,730,0.15,4,1
,7495,3663,3653,Highway,1,0.99,1,47,790,1,0,0.02106383,790,0.15,4,1
,7496,3663,3662,Highway,1,1,1,47,730,1,0,0.021276596,730,0.15,4,1
,7497,3663,11593,Highway,1,1.32,1,50,960,1,0,0.0264,960,0.15,4,1
,7498,3664,3654,Highway,1,1.12,1,47,990,1,0,0.023829787,990,0.15,4,1
,7499,3664,3665,Highway,1,0.71,1,38,770,1,0,0.018684211,770,0.15,4,1
,7500,3664,3679,Highway,1,1.16,1,47,990,1,0,0.024680851,990,0.15,4,1
,7501,3665,3664,Highway,1,0.71,1,38,510,1,0,0.018684211,510,0.15,4,1
,7502,3665,3666,Highway,1,1.51,1,44,770,1,0,0.034318182,770,0.15,4,1
,7503,3665,3680,Highway,1,1.21,1,42,770,1,0,0.028809524,770,0.15,4,1
,7504,3666,3665,Highway,1,1.51,1,44,770,1,0,0.034318182,770,0.15,4,1
,7505,3666,3667,Highway,1,0.21,1,38,770,1,0,0.005526316,770,0.15,4,1
,7506,3666,3681,Highway,1,1.2,1,42,770,1,0,0.028571429,770,0.15,4,1
,7507,3667,3656,Highway,1,1,1,42,770,1,0,0.023809524,770,0.15,4,1
,7508,3667,3666,Highway,1,0.21,1,38,770,1,0,0.005526316,770,0.15,4,1
,7509,3667,3668,Highway,1,0.48,1,38,770,1,0,0.012631579,770,0.15,4,1
,7510,3668,3667,Highway,1,0.48,1,38,770,1,0,0.012631579,770,0.15,4,1
,7511,3668,3669,Highway,1,0.28,1,38,770,1,0,0.007368421,770,0.15,4,1
,7512,3668,3686,Highway,1,2,1,45,770,1,0,0.044444444,770,0.15,4,1
,7513,3669,3657,Highway,1,1,1,42,770,1,0,0.023809524,770,0.15,4,1
,7514,3669,3668,Highway,1,0.28,1,38,770,1,0,0.007368421,770,0.15,4,1
,7515,3669,3671,Highway,1,1.46,1,44,770,1,0,0.033181818,770,0.15,4,1
,7516,3670,3676,Highway,1,0.51,1,40,810,1,0,0.01275,810,0.15,4,1
,7517,3670,5479,Highway,1,1,1,42,790,1,0,0.023809524,790,0.15,4,1
,7518,3670,11840,Highway,1,2,1,70,810,1,0,0.028571429,810,0.15,4,1
,7519,3671,3660,Highway,1,0.91,1,42,770,1,0,0.021666667,770,0.15,4,1
,7520,3671,3669,Highway,1,1.46,1,44,770,1,0,0.033181818,770,0.15,4,1
,7521,3671,3672,Highway,1,0.75,1,38,790,1,0,0.019736842,790,0.15,4,1
,7522,3672,3661,Highway,1,0.19,1,40,730,1,0,0.00475,730,0.15,4,1
,7523,3672,3671,Highway,1,0.75,1,38,790,1,0,0.019736842,790,0.15,4,1
,7524,3672,3673,Highway,1,0.5,1,40,790,1,0,0.0125,790,0.15,4,1
,7525,3672,3699,Highway,1,1.32,1,50,730,1,0,0.0264,730,0.15,4,1
,7526,3673,3648,Highway,1,1.51,1,50,430,1,0,0.0302,430,0.15,4,1
,7527,3673,3672,Highway,1,0.5,1,40,790,1,0,0.0125,790,0.15,4,1
,7528,3673,3674,Highway,1,1.24,1,50,430,1,0,0.0248,430,0.15,4,1
,7529,3673,3690,Highway,1,1.22,1,50,860,1,0,0.0244,860,0.15,4,1
,7530,3674,3008,Highway,1,1.49,1,50,790,1,0,0.0298,790,0.15,4,1
,7531,3674,3673,Highway,1,1.24,1,50,770,1,0,0.0248,770,0.15,4,1
,7532,3674,3675,Highway,1,0.75,1,47,770,1,0,0.015957447,770,0.15,4,1
,7533,3674,3690,Highway,1,0.92,1,47,1220,1,0,0.019574468,1220,0.15,4,1
,7534,3675,3651,Highway,1,1,1,47,430,1,0,0.021276596,430,0.15,4,1
,7535,3675,3674,Highway,1,0.75,1,47,430,1,0,0.015957447,430,0.15,4,1
,7536,3675,3677,Highway,1,1.06,1,47,770,1,0,0.022553191,770,0.15,4,1
,7537,3676,3670,Highway,1,0.51,1,40,540,1,0,0.01275,540,0.15,4,1
,7538,3676,4854,Highway,1,0.49,1,40,810,1,0,0.01225,810,0.15,4,1
,7539,3676,11948,Highway,1,1.58,1,44,770,1,0,0.035909091,770,0.15,4,1
,7540,3677,3662,Highway,1,0.71,1,47,730,1,0,0.015106383,730,0.15,4,1
,7541,3677,3675,Highway,1,1.06,1,47,770,1,0,0.022553191,770,0.15,4,1
,7542,3677,3695,Highway,1,1,1,47,430,1,0,0.021276596,430,0.15,4,1
,7543,3678,3679,Highway,1,1.55,1,44,430,1,0,0.035227273,430,0.15,4,1
,7544,3678,3682,Highway,1,0.57,1,38,770,1,0,0.015,770,0.15,4,1
,7545,3679,3664,Highway,1,1.16,1,47,1080,1,0,0.024680851,1080,0.15,4,1
,7546,3679,3678,Highway,1,1.55,1,44,770,1,0,0.035227273,770,0.15,4,1
,7547,3679,3680,Highway,1,0.73,1,38,770,1,0,0.019210526,770,0.15,4,1
,7548,3679,3683,Highway,1,0.81,1,47,990,1,0,0.017234043,990,0.15,4,1
,7549,3680,3665,Highway,1,1.21,1,42,770,1,0,0.028809524,770,0.15,4,1
,7550,3680,3679,Highway,1,0.73,1,38,430,1,0,0.019210526,430,0.15,4,1
,7551,3680,3681,Highway,1,1.4,1,44,770,1,0,0.031818182,770,0.15,4,1
,7552,3681,3666,Highway,1,1.2,1,42,770,1,0,0.028571429,770,0.15,4,1
,7553,3681,3680,Highway,1,1.4,1,44,770,1,0,0.031818182,770,0.15,4,1
,7554,3681,3684,Highway,1,0.73,1,38,770,1,0,0.019210526,770,0.15,4,1
,7555,3682,3678,Highway,1,0.57,1,38,770,1,0,0.015,770,0.15,4,1
,7556,3682,3683,Highway,1,1.25,1,42,430,1,0,0.029761905,430,0.15,4,1
,7557,3682,3714,Highway,1,0.94,1,42,770,1,0,0.022380952,770,0.15,4,1
,7558,3683,3679,Highway,1,0.81,1,47,990,1,0,0.017234043,990,0.15,4,1
,7559,3683,3682,Highway,1,1.25,1,42,770,1,0,0.029761905,770,0.15,4,1
,7560,3683,3684,Highway,1,1.69,1,44,770,1,0,0.038409091,770,0.15,4,1
,7561,3683,3715,Highway,1,1.06,1,47,1080,1,0,0.022553191,1080,0.15,4,1
,7562,3684,3681,Highway,1,0.73,1,38,770,1,0,0.019210526,770,0.15,4,1
,7563,3684,3683,Highway,1,1.69,1,44,430,1,0,0.038409091,430,0.15,4,1
,7564,3684,3685,Highway,1,1.25,1,42,770,1,0,0.029761905,770,0.15,4,1
,7565,3684,3696,Highway,1,0.54,1,38,770,1,0,0.014210526,770,0.15,4,1
,7566,3685,3684,Highway,1,1.25,1,42,770,1,0,0.029761905,770,0.15,4,1
,7567,3685,3686,Highway,1,0.22,1,38,770,1,0,0.005789474,770,0.15,4,1
,7568,3685,3697,Highway,1,0.29,1,38,770,1,0,0.007631579,770,0.15,4,1
,7569,3686,3668,Highway,1,2,1,45,770,1,0,0.044444444,770,0.15,4,1
,7570,3686,3685,Highway,1,0.22,1,38,770,1,0,0.005789474,770,0.15,4,1
,7571,3686,3688,Highway,1,1.35,1,44,770,1,0,0.030681818,770,0.15,4,1
,7572,3687,4612,Highway,1,0.4,1,30,1400,1,0,0.013333333,1400,0.15,4,1
,7573,3687,10005,Highway,1,0.29,1,25,2520,1,0,0.0116,2520,0.15,4,1
,7574,3687,10080,Highway,1,0.34,1,30,1400,1,0,0.011333333,1400,0.15,4,1
,7575,3688,3686,Highway,1,1.35,1,44,770,1,0,0.030681818,770,0.15,4,1
,7576,3688,3689,Highway,1,0.29,1,38,770,1,0,0.007631579,770,0.15,4,1
,7577,3689,3688,Highway,1,0.29,1,38,770,1,0,0.007631579,770,0.15,4,1
,7578,3689,3698,Highway,1,0.89,1,42,770,1,0,0.021190476,770,0.15,4,1
,7579,3690,3673,Highway,1,1.22,1,50,770,1,0,0.0244,770,0.15,4,1
,7580,3690,3674,Highway,1,0.92,1,47,960,1,0,0.019574468,960,0.15,4,1
,7581,3690,3691,Highway,1,0.07,1,30,630,1,0,0.002333333,630,0.15,4,1
,7582,3691,3690,Highway,1,0.07,1,30,360,1,0,0.002333333,360,0.15,4,1
,7583,3691,3692,Highway,1,0.04,1,30,360,1,0,0.001333333,360,0.15,4,1
,7584,3691,11613,Highway,1,0.55,1,40,770,1,0,0.01375,770,0.15,4,1
,7585,3692,3691,Highway,1,0.04,1,30,630,1,0,0.001333333,630,0.15,4,1
,7586,3692,3695,Highway,1,2.02,1,51,940,1,0,0.039607843,940,0.15,4,1
,7587,3692,11614,Highway,1,0.21,1,30,340,1,0,0.007,340,0.15,4,1
,7588,3693,3701,Highway,1,0.48,1,24,810,1,0,0.02,810,0.15,4,1
,7589,3693,4118,Highway,1,0.28,1,35,2520,1,0,0.008,2520,0.15,4,1
,7590,3693,11118,Highway,1,0.25,1,35,1440,1,0,0.007142857,1440,0.15,4,1
,7591,3694,3723,Highway,1,0.6,1,22,770,1,0,0.027272727,770,0.15,4,1
,7592,3694,4418,Highway,1,0.26,1,34,2520,1,0,0.007647059,2520,0.15,4,1
,7593,3694,11120,Highway,1,0.5,1,34,1440,1,0,0.014705882,1440,0.15,4,1
,7594,3695,3677,Highway,1,1,1,47,770,1,0,0.021276596,770,0.15,4,1
,7595,3695,3692,Highway,1,2.02,1,51,1200,1,0,0.039607843,1200,0.15,4,1
,7596,3695,3710,Highway,1,0.47,1,40,770,1,0,0.01175,770,0.15,4,1
,7597,3695,11593,Highway,1,1.54,1,50,430,1,0,0.0308,430,0.15,4,1
,7598,3696,3684,Highway,1,0.54,1,38,770,1,0,0.014210526,770,0.15,4,1
,7599,3696,3697,Highway,1,1.45,1,47,770,1,0,0.030851064,770,0.15,4,1
,7600,3696,3717,Highway,1,1.18,1,45,770,1,0,0.026222222,770,0.15,4,1
,7601,3697,3685,Highway,1,0.29,1,38,770,1,0,0.007631579,770,0.15,4,1
